Age,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,99227,98568,97980,97446,96968,96527,96109,95739,95422,95148,94935,94772,94644,94542,94468,94405,94356,94321,94306,94306,94318,94339,94372,94414,94463,94517,94576,94638,94702,94769,94836,94905,94973,95042,95111,95180,95248,95315,95382,95448,95512,95576,95638,95699,95759,95819,95882,95948,96017,96087,96158,96229,96299,96369,96437,96504,96570,96634,96695,96752,96804,96845,96862,96812,96502,96580,96656,96730,96803,96874,96944,97012,97078,97144
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,99145,98399,97763,97198,96687,96229,95808,95409,95058,94758,94502,94305,94158,94044,93956,93896,93846,93810,93788,93785,93797,93820,93852,93897,93949,94009,94073,94141,94213,94287,94362,94439,94516,94593,94671,94748,94824,94900,94975,95049,95122,95194,95265,95334,95402,95468,95535,95604,95677,95751,95827,95903,95980,96056,96131,96205,96277,96348,96416,96482,96544,96601,96646,96668,96623,96318,96399,96479,96558,96634,96709,96782,96854,96924,96992
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,99058,98233,97513,96904,96362,95874,95439,95039,94661,94329,94048,93810,93630,93499,93401,93329,93283,93247,93225,93217,93226,93251,93286,93331,93387,93451,93521,93596,93675,93757,93841,93926,94012,94098,94185,94271,94357,94442,94527,94610,94692,94773,94852,94930,95007,95082,95156,95229,95306,95384,95465,95547,95630,95712,95794,95875,95955,96032,96108,96182,96253,96320,96382,96432,96459,96418,96119,96205,96289,96372,96452,96531,96608,96684,96758,96830
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,98942,98033,97239,96549,95967,95452,94989,94578,94201,93845,93534,93274,93055,92893,92780,92699,92643,92613,92592,92585,92591,92615,92654,92702,92759,92828,92904,92986,93073,93163,93256,93351,93447,93543,93640,93736,93832,93928,94022,94116,94208,94299,94388,94476,94562,94647,94730,94811,94893,94976,95062,95150,95239,95328,95417,95506,95593,95678,95762,95844,95924,96000,96073,96140,96196,96228,96193,95899,95990,96079,96166,96251,96334,96416,96495,96573,96649
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,98796,97777,96905,96145,95487,94935,94448,94012,93627,93275,92943,92655,92416,92219,92077,91983,91920,91882,91869,91866,91875,91897,91935,91989,92052,92123,92205,92295,92390,92490,92593,92698,92805,92912,93020,93128,93235,93342,93448,93553,93656,93758,93859,93958,94055,94150,94244,94335,94425,94515,94606,94700,94796,94892,94989,95086,95181,95275,95368,95458,95547,95633,95716,95795,95867,95929,95967,95938,95650,95747,95841,95933,96023,96111,96198,96282,96365,96445
70,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,98634,97476,96500,95667,94944,94320,93800,93344,92938,92580,92255,91949,91686,91471,91296,91177,91103,91060,91042,91047,91062,91089,91128,91183,91253,91332,91419,91516,91620,91730,91843,91960,92078,92198,92318,92438,92558,92678,92796,92914,93030,93144,93257,93368,93477,93585,93690,93793,93894,93994,94092,94193,94296,94400,94505,94610,94714,94818,94919,95019,95117,95213,95306,95396,95482,95562,95630,95674,95652,95371,95474,95574,95672,95767,95861,95953,96042,96130,96216
71,,,,,,,,,,,,,,,,,,,,,,,,,,100000,98424,97113,96005,95075,94285,93602,93016,92531,92109,91734,91407,91112,90834,90599,90410,90260,90164,90113,90093,90095,90121,90156,90202,90260,90334,90422,90518,90622,90735,90855,90981,91110,91241,91374,91508,91643,91777,91911,92043,92175,92305,92434,92560,92685,92808,92929,93048,93164,93278,93390,93500,93609,93719,93832,93946,94060,94175,94288,94400,94511,94619,94726,94829,94931,95028,95122,95209,95285,95337,95321,95049,95158,95265,95369,95471,95571,95669,95764,95858,95949
72,,,,,,,,,,,,,,,,,,,,,,,,,100000,98207,96696,95445,94392,93511,92767,92127,91582,91135,90749,90409,90115,89851,89604,89398,89238,89115,89045,89018,89021,89047,89095,89152,89219,89297,89391,89498,89613,89735,89867,90005,90147,90293,90441,90590,90740,90890,91039,91187,91335,91481,91625,91767,91907,92045,92181,92315,92446,92575,92701,92825,92946,93066,93188,93311,93436,93560,93685,93808,93930,94050,94168,94284,94397,94507,94614,94716,94811,94895,94955,94948,94686,94802,94916,95027,95136,95243,95348,95450,95550,95648
73,,,,,,,,,,,,,,,,,,,,,,,,100000,97985,96270,94829,93641,92645,91818,91123,90529,90027,89620,89273,88969,88710,88480,88266,88092,87961,87867,87825,87825,87853,87903,87975,88055,88145,88245,88360,88488,88623,88765,88916,89073,89234,89397,89563,89730,89896,90063,90229,90393,90556,90717,90877,91034,91189,91341,91491,91638,91783,91925,92064,92201,92335,92467,92601,92736,92872,93008,93144,93278,93411,93542,93670,93796,93918,94038,94154,94266,94371,94464,94533,94535,94282,94407,94528,94648,94765,94879,94991,95100,95208,95312
74,,,,,,,,,,,,,,,,,,,,,,,100000,97726,95803,94171,92806,91684,90750,89979,89336,88791,88335,87971,87664,87400,87179,86985,86806,86665,86566,86503,86490,86518,86574,86650,86748,86852,86966,87090,87228,87378,87535,87698,87870,88047,88228,88411,88596,88781,88966,89151,89334,89516,89696,89874,90050,90223,90393,90561,90727,90889,91048,91205,91358,91509,91656,91802,91949,92097,92246,92395,92542,92689,92833,92975,93115,93251,93385,93516,93642,93764,93879,93982,94061,94073,93831,93965,94096,94224,94349,94472,94592,94709,94824,94937
75,,,,,,,,,,,,,,,,,,,,,,100000,97484,95319,93493,91947,90659,89609,88738,88026,87437,86943,86535,86217,85953,85729,85547,85391,85248,85143,85078,85047,85065,85122,85206,85310,85434,85565,85704,85853,86015,86189,86369,86554,86748,86946,87148,87352,87557,87762,87967,88170,88372,88573,88771,88967,89160,89350,89538,89722,89904,90082,90257,90429,90598,90763,90925,91086,91247,91408,91571,91733,91893,92052,92209,92364,92515,92664,92809,92951,93089,93222,93348,93462,93551,93574,93344,93487,93628,93765,93899,94031,94160,94286,94410,94531
76,,,,,,,,,,,,,,,,,,,,,100000,97258,94867,92813,91087,89630,88423,87445,86640,85988,85456,85015,84656,84384,84164,83982,83841,83724,83619,83550,83520,83522,83571,83660,83773,83906,84058,84215,84381,84555,84743,84941,85145,85354,85570,85791,86015,86240,86466,86692,86916,87140,87362,87581,87798,88013,88224,88432,88638,88839,89038,89233,89425,89613,89797,89978,90156,90331,90507,90683,90860,91036,91210,91382,91553,91720,91884,92045,92203,92357,92507,92651,92788,92913,93014,93048,92831,92984,93135,93282,93426,93567,93705,93841,93973,94103
77,,,,,,,,,,,,,,,,,,,,100000,96949,94352,92092,90154,88531,87168,86045,85142,84406,83817,83344,82957,82650,82426,82252,82115,82015,81939,81874,81843,81849,81886,81969,82090,82234,82396,82577,82763,82957,83159,83372,83596,83825,84059,84299,84544,84791,85039,85287,85535,85781,86026,86268,86508,86745,86979,87210,87438,87662,87882,88099,88312,88521,88726,88928,89126,89320,89511,89703,89895,90086,90277,90466,90653,90838,91019,91197,91371,91542,91709,91871,92028,92178,92315,92428,92475,92271,92435,92596,92754,92909,93060,93208,93354,93496,93635
78,,,,,,,,,,,,,,,,,,,100000,96661,93778,91331,89204,87387,85871,84603,83566,82740,82075,81551,81137,80807,80552,80378,80251,80159,80103,80069,80045,80053,80097,80170,80288,80441,80617,80811,81022,81237,81460,81689,81930,82181,82436,82695,82961,83230,83501,83773,84044,84315,84583,84850,85114,85376,85634,85889,86140,86388,86631,86871,87107,87339,87566,87790,88009,88224,88436,88644,88853,89061,89269,89475,89680,89882,90081,90277,90469,90658,90843,91023,91199,91370,91532,91682,91808,91867,91678,91854,92026,92196,92361,92523,92682,92838,92991,93140
79,,,,,,,,,,,,,,,,,,100000,96250,93111,90405,88114,86127,84434,83029,81861,80913,80168,79577,79120,78769,78497,78297,78175,78097,78053,78042,78051,78070,78118,78202,78313,78467,78655,78864,79090,79333,79579,79832,80091,80361,80640,80923,81209,81501,81796,82093,82389,82686,82980,83273,83563,83851,84135,84416,84692,84965,85234,85499,85760,86016,86268,86516,86759,86997,87232,87461,87688,87915,88141,88366,88589,88811,89029,89245,89456,89664,89869,90069,90264,90455,90639,90816,90980,91120,91193,91019,91208,91393,91575,91752,91927,92097,92264,92428,92589
80,,,,,,,,,,,,,,,,,100000,95701,92195,89266,86748,84620,82781,81220,79932,78869,78016,77355,76841,76455,76169,75959,75817,75749,75723,75728,75764,75820,75883,75975,76100,76251,76443,76667,76912,77173,77449,77728,78013,78303,78604,78913,79225,79540,79861,80184,80507,80831,81154,81475,81793,82109,82421,82730,83035,83336,83633,83925,84213,84496,84775,85049,85318,85582,85842,86097,86348,86595,86841,87086,87331,87573,87813,88050,88283,88513,88738,88959,89176,89388,89595,89796,89988,90168,90324,90413,90257,90460,90659,90854,91046,91233,91417,91597,91773,91946
81,,,,,,,,,,,,,,,,100000,95064,91068,87819,85112,82789,80835,79150,77727,76561,75609,74854,74281,73848,73535,73317,73171,73089,73077,73104,73161,73247,73350,73461,73598,73766,73959,74190,74453,74735,75031,75342,75656,75975,76298,76631,76972,77315,77661,78012,78364,78717,79070,79421,79769,80116,80458,80798,81133,81464,81791,82113,82431,82744,83052,83355,83653,83946,84234,84517,84794,85067,85337,85605,85872,86137,86400,86661,86918,87171,87420,87665,87905,88141,88371,88596,88815,89026,89223,89396,89503,89367,89586,89801,90012,90218,90421,90619,90814,91005,91192
82,,,,,,,,,,,,,,,100000,94387,89829,86148,83165,80686,78566,76789,75264,73984,72944,72105,71451,70969,70618,70380,70232,70151,70130,70175,70258,70367,70503,70656,70814,70997,71209,71445,71717,72019,72340,72673,73020,73369,73723,74081,74448,74821,75197,75575,75957,76340,76723,77106,77487,77865,78240,78612,78980,79343,79702,80056,80406,80751,81090,81424,81753,82077,82396,82709,83017,83319,83616,83910,84201,84492,84780,85066,85349,85628,85903,86173,86439,86700,86957,87207,87453,87691,87921,88138,88330,88458,88343,88580,88813,89041,89264,89484,89699,89910,90117,90320
83,,,,,,,,,,,,,,100000,93421,88288,84128,80778,78073,75835,73927,72336,70978,69846,68939,68217,67668,67279,67012,66852,66775,66761,66803,66906,67044,67207,67395,67597,67804,68035,68293,68573,68887,69229,69588,69959,70344,70729,71119,71513,71914,72322,72731,73142,73557,73973,74388,74803,75215,75624,76030,76433,76831,77225,77613,77998,78377,78750,79119,79482,79839,80191,80538,80879,81214,81544,81868,82188,82506,82822,83136,83447,83755,84058,84358,84653,84942,85227,85507,85781,86049,86310,86562,86801,87016,87166,87078,87335,87588,87836,88079,88318,88552,88782,89008,89229
84,,,,,,,,,,,,,100000,92610,86636,81987,78228,75211,72786,70789,69093,67689,66498,65515,64738,64133,63688,63392,63208,63124,63117,63168,63271,63431,63624,63839,64077,64329,64584,64861,65163,65486,65841,66223,66620,67029,67450,67872,68297,68726,69162,69604,70047,70492,70939,71387,71835,72282,72726,73167,73604,74038,74467,74891,75311,75725,76135,76539,76937,77330,77717,78098,78474,78843,79207,79566,79918,80266,80612,80955,81296,81634,81968,82299,82624,82944,83260,83570,83874,84173,84465,84751,85027,85290,85529,85703,85643,85923,86198,86467,86732,86992,87247,87498,87744,87985
85,,,,,,,,,,,,100000,91588,84948,79586,75425,72070,69389,67245,65489,64007,62789,61764,60928,60282,59792,59449,59243,59141,59131,59191,59305,59467,59682,59926,60192,60479,60777,61079,61401,61746,62110,62505,62924,63358,63803,64259,64716,65176,65639,66109,66584,67060,67537,68017,68497,68977,69455,69931,70404,70873,71337,71798,72254,72704,73150,73590,74025,74454,74878,75295,75707,76113,76513,76907,77295,77677,78054,78429,78802,79172,79538,79901,80259,80612,80960,81302,81640,81971,82296,82615,82927,83230,83519,83784,83986,83957,84261,84560,84853,85141,85425,85703,85976,86245,86509
86,,,,,,,,,,,100000,90560,83078,77179,72423,68744,65787,63436,61567,60048,58773,57736,56873,56181,55660,55282,55037,54917,54892,54950,55074,55247,55464,55729,56022,56334,56665,57008,57352,57716,58101,58504,58935,59389,59858,60336,60825,61314,61806,62301,62803,63309,63816,64324,64835,65346,65857,66365,66872,67375,67875,68370,68861,69348,69829,70306,70777,71242,71702,72156,72605,73047,73484,73915,74339,74758,75170,75578,75983,76385,76785,77181,77573,77960,78342,78719,79090,79456,79816,80169,80516,80856,81186,81504,81796,82027,82033,82363,82687,83006,83320,83628,83931,84229,84523,84811
87,,,,,,,,,,100000,89379,81085,74515,69343,65180,61972,59403,57373,55772,54480,53406,52544,51836,51281,50880,50606,50453,50413,50459,50581,50762,50988,51254,51565,51900,52253,52625,53006,53389,53789,54210,54647,55111,55596,56094,56602,57120,57638,58159,58683,59213,59747,60283,60820,61359,61898,62437,62974,63509,64041,64570,65094,65615,66131,66642,67148,67649,68145,68635,69120,69598,70072,70539,71000,71455,71905,72348,72787,73222,73655,74085,74511,74933,75351,75763,76170,76571,76966,77356,77739,78116,78485,78845,79191,79514,79776,79818,80176,80528,80874,81215,81551,81881,82206,82526,82840
88,,,,,,,,,100000,88324,79093,71888,66186,61704,58104,55342,53141,51413,50063,48985,48098,47399,46835,46407,46115,45937,45867,45899,46008,46186,46418,46689,46998,47347,47719,48107,48512,48926,49342,49773,50224,50690,51181,51692,52215,52748,53290,53833,54378,54927,55481,56040,56600,57161,57725,58289,58853,59416,59976,60534,61089,61640,62187,62730,63269,63802,64331,64855,65374,65887,66394,66896,67393,67884,68369,68848,69321,69789,70255,70718,71177,71633,72085,72532,72974,73410,73841,74267,74686,75099,75505,75904,76293,76670,77023,77317,77398,77783,78164,78538,78907,79270,79628,79981,80328,80670
89,,,,,,,,100000,87120,77105,69186,63008,58124,54293,51222,48878,47021,45575,44458,43579,42865,42314,41882,41569,41376,41283,41287,41381,41544,41769,42043,42352,42695,43075,43476,43892,44323,44762,45204,45661,46135,46624,47135,47666,48209,48760,49321,49883,50447,51015,51589,52167,52747,53328,53911,54496,55081,55664,56246,56826,57403,57977,58548,59114,59677,60235,60789,61339,61883,62422,62956,63485,64009,64527,65040,65547,66049,66546,67040,67531,68019,68504,68985,69461,69932,70397,70858,71312,71761,72203,72639,73068,73487,73894,74277,74604,74724,75139,75547,75951,76348,76740,77126,77507,77883,78253
90,,,,,,,100000,85774,74889,66421,59725,54505,50383,47157,44579,42624,41084,39897,38993,38293,37736,37319,37005,36793,36686,36668,36734,36880,37087,37350,37655,37993,38361,38763,39184,39619,40068,40525,40985,41458,41948,42452,42977,43520,44075,44638,45210,45784,46361,46942,47528,48120,48713,49308,49906,50506,51105,51705,52303,52900,53495,54087,54676,55262,55845,56424,56999,57570,58136,58699,59256,59809,60357,60900,61438,61970,62498,63021,63542,64060,64575,65087,65595,66098,66597,67091,67579,68062,68540,69011,69476,69933,70382,70819,71233,71593,71754,72197,72635,73067,73493,73914,74329,74739,75144,75543
91,,,,,,100000,83994,72203,63176,56153,50599,46273,42862,40200,38079,36481,35234,34283,33572,33033,32614,32315,32103,31979,31945,31988,32103,32289,32528,32815,33141,33495,33878,34290,34720,35163,35620,36084,36551,37032,37528,38037,38566,39112,39670,40236,40811,41388,41970,42555,43146,43743,44342,44944,45549,46156,46765,47373,47982,48590,49196,49801,50404,51004,51602,52197,52788,53377,53962,54543,55120,55694,56263,56828,57388,57944,58496,59043,59589,60132,60673,61210,61745,62275,62801,63322,63838,64349,64855,65355,65850,66337,66816,67283,67729,68123,68328,68801,69269,69731,70188,70639,71086,71526,71962,72392
92,,,,,100000,82501,69450,59833,52467,46735,42202,38676,35900,33740,32026,30745,29754,29010,28466,28065,27764,27564,27437,27384,27408,27497,27649,27861,28120,28421,28756,29117,29502,29915,30344,30785,31239,31701,32167,32645,33138,33643,34167,34707,35259,35819,36388,36960,37537,38119,38707,39301,39898,40499,41103,41711,42320,42931,43542,44154,44765,45376,45985,46594,47200,47805,48408,49008,49605,50200,50792,51381,51966,52548,53126,53701,54272,54840,55406,55970,56533,57093,57650,58203,58753,59299,59840,60377,60909,61435,61957,62472,62979,63475,63951,64378,64626,65128,65624,66116,66602,67083,67559,68030,68495,68956
93,,,,100000,80837,66833,56379,48673,42769,38174,34542,31719,29502,27783,26425,25420,24651,24083,23679,23394,23191,23071,23011,23013,23080,23202,23377,23604,23871,24175,24509,24865,25244,25647,26065,26495,26938,27388,27843,28310,28790,29283,29794,30320,30857,31403,31958,32518,33082,33652,34229,34813,35401,35993,36589,37190,37793,38399,39006,39615,40225,40835,41445,42055,42664,43273,43880,44486,45091,45694,46295,46894,47491,48085,48677,49265,49851,50435,51017,51599,52179,52758,53334,53908,54478,55045,55608,56167,56722,57273,57819,58359,58892,59415,59919,60378,60668,61196,61720,62239,62753,63262,63767,64267,64762,65252
94,,,100000,79024,63984,52984,44768,38710,34068,30456,27601,25387,23653,22315,21265,20498,19919,19502,19216,19027,18904,18850,18844,18890,18990,19135,19325,19558,19826,20126,20451,20797,21163,21551,21953,22366,22791,23224,23662,24112,24575,25050,25542,26048,26565,27091,27627,28168,28715,29267,29828,30395,30968,31545,32128,32716,33307,33902,34499,35099,35701,36305,36909,37515,38121,38727,39334,39940,40546,41152,41756,42359,42962,43563,44162,44759,45355,45949,46543,47136,47729,48321,48912,49500,50087,50670,51251,51828,52402,52972,53538,54100,54655,55201,55730,56216,56545,57097,57644,58188,58727,59262,59792,60318,60840,61357
95,,100000,77333,61197,49618,41145,34813,30144,26565,23781,21583,19884,18558,17542,16750,16180,15757,15463,15272,15158,15097,15090,15124,15199,15318,15475,15669,15899,16159,16445,16754,17081,17426,17791,18168,18556,18956,19364,19778,20203,20641,21090,21554,22033,22522,23020,23529,24043,24564,25091,25627,26170,26719,27274,27835,28401,28972,29548,30127,30710,31295,31884,32475,33068,33662,34258,34856,35454,36053,36653,37253,37853,38453,39052,39651,40250,40847,41444,42042,42640,43239,43837,44435,45032,45627,46220,46812,47401,47987,48571,49151,49727,50298,50861,51409,51918,52282,52851,53417,53980,54539,55094,55645,56193,56736,57276
96,100000,75327,58321,46205,37507,31138,26377,22866,20175,18084,16438,15169,14185,13436,12857,12448,12152,11954,11838,11780,11764,11791,11851,11943,12071,12229,12417,12636,12879,13145,13430,13731,14048,14383,14729,15086,15453,15829,16211,16604,17009,17425,17855,18299,18753,19217,19690,20170,20657,21152,21655,22165,22683,23207,23738,24275,24818,25366,25918,26476,27037,27602,28170,28742,29317,29894,30474,31056,31640,32225,32812,33400,33989,34580,35170,35761,36353,36945,37539,38134,38730,39327,39924,40521,41118,41714,42308,42902,43493,44083,44671,45255,45835,46409,46969,47494,47887,48468,49046,49622,50195,50765,51331,51895,52455,53012
97,73481,55401,42932,34045,27661,22986,19489,16911,14938,13408,12207,11286,10575,10039,9629,9346,9148,9024,8961,8943,8958,9005,9078,9177,9304,9455,9631,9832,10052,10292,10548,10818,11102,11401,11712,12032,12362,12701,13046,13402,13768,14146,14536,14939,15353,15776,16208,16648,17095,17550,18014,18486,18965,19452,19946,20446,20954,21467,21986,22510,23039,23573,24112,24654,25201,25751,26305,26863,27423,27986,28552,29120,29690,30262,30837,31412,31989,32568,33149,33733,34318,34906,35494,36084,36674,37264,37854,38444,39033,39621,40208,40793,41375,41951,42517,43050,43465,44050,44634,45216,45796,46374,46949,47522,48092,48660
98,52620,39697,30782,24426,19859,16514,14012,12169,10762,9675,8824,8175,7678,7306,7027,6839,6713,6642,6616,6624,6657,6714,6791,6888,7007,7146,7304,7481,7675,7885,8109,8345,8593,8855,9126,9407,9697,9995,10300,10614,10939,11274,11621,11980,12349,12727,13114,13509,13912,14323,14743,15171,15607,16051,16502,16960,17426,17898,18377,18862,19353,19849,20350,20857,21369,21885,22406,22932,23461,23994,24531,25071,25615,26161,26711,27263,27817,28375,28935,29499,30066,30636,31208,31781,32357,32933,33510,34089,34667,35246,35824,36402,36978,37549,38112,38646,39075,39657,40239,40820,41399,41978,42554,43129,43703,44274
99,36636,27648,21447,17025,13847,11519,9780,8503,7531,6782,6198,5756,5419,5171,4988,4870,4796,4761,4759,4781,4822,4881,4955,5045,5151,5272,5409,5562,5727,5906,6096,6297,6508,6731,6962,7202,7451,7707,7970,8242,8524,8814,9116,9429,9751,10082,10422,10770,11126,11490,11862,12244,12632,13029,13434,13846,14266,14693,15127,15567,16014,16467,16927,17392,17863,18339,18821,19308,19800,20296,20798,21303,21813,22327,22845,23366,23891,24419,24952,25489,26030,26574,27121,27672,28224,28779,29336,29895,30455,31016,31578,32141,32703,33262,33813,34341,34775,35347,35919,36491,37063,37634,38205,38775,39344,39912
100,24738,18670,14483,11498,9353,7784,6614,5758,5108,4610,4223,3932,3713,3554,3440,3370,3330,3318,3329,3358,3400,3456,3522,3600,3691,3794,3908,4035,4172,4320,4477,4644,4819,5003,5196,5396,5604,5819,6040,6270,6508,6755,7012,7278,7553,7837,8129,8429,8737,9053,9377,9709,10049,10397,10753,11117,11488,11867,12253,12646,13046,13452,13865,14285,14711,15143,15581,16024,16474,16929,17389,17854,18325,18800,19280,19765,20253,20747,21245,21748,22256,22768,23284,23804,24327,24854,25383,25915,26450,26986,27525,28064,28604,29143,29677,30190,30622,31176,31731,32286,32843,33399,33957,34514,35071,35628
101,16156,12190,9454,7503,6104,5084,4325,3771,3353,3033,2786,2602,2465,2368,2300,2262,2245,2246,2263,2292,2331,2379,2436,2501,2576,2659,2752,2854,2964,3083,3209,3343,3484,3633,3789,3952,4121,4297,4479,4668,4865,5070,5283,5505,5735,5973,6218,6471,6732,7000,7276,7560,7851,8150,8457,8772,9094,9423,9760,10104,10455,10813,11178,11550,11928,12312,12704,13101,13504,13914,14329,14750,15177,15610,16047,16490,16938,17391,17850,18314,18783,19257,19736,20220,20708,21199,21695,22194,22696,23201,23710,24220,24732,25244,25752,26244,26665,27194,27725,28257,28791,29326,29863,30400,30939,31478
102,10175,7672,5946,4718,3840,3202,2728,2384,2125,1927,1776,1665,1583,1527,1489,1471,1466,1473,1491,1518,1551,1591,1637,1689,1748,1813,1886,1965,2051,2143,2242,2347,2457,2574,2698,2826,2961,3101,3247,3399,3557,3723,3896,4076,4264,4459,4661,4869,5085,5307,5538,5775,6020,6271,6531,6797,7071,7352,7640,7935,8238,8547,8863,9186,9515,9852,10195,10544,10900,11262,11630,12005,12385,12771,13164,13562,13965,14374,14789,15210,15637,16069,16507,16950,17397,17849,18306,18767,19231,19700,20172,20647,21125,21604,22081,22545,22949,23447,23947,24450,24955,25463,25972,26483,26996,27510
103,6158,4639,3593,2852,2323,1940,1656,1451,1297,1181,1092,1028,981,951,932,925,926,936,952,974,1001,1032,1067,1107,1152,1202,1256,1316,1381,1451,1525,1605,1689,1778,1873,1972,2076,2185,2298,2417,2542,2672,2809,2952,3102,3258,3420,3588,3762,3943,4131,4325,4526,4733,4947,5169,5396,5631,5873,6121,6376,6638,6906,7181,7463,7752,8047,8348,8656,8970,9291,9618,9951,10290,10636,10987,11344,11707,12077,12452,12834,13221,13614,14013,14417,14826,15240,15658,16082,16510,16942,17377,17816,18258,18698,19129,19510,19971,20436,20904,21375,21849,22326,22805,23286,23770
104,3569,2686,2080,1652,1348,1128,966,849,761,696,646,611,586,571,562,561,565,574,588,605,625,648,674,704,736,772,812,856,903,954,1009,1067,1130,1196,1266,1341,1419,1501,1587,1678,1773,1873,1979,2089,2206,2327,2454,2587,2724,2868,3017,3172,3333,3501,3674,3853,4039,4231,4429,4634,4845,5062,5285,5515,5751,5994,6242,6497,6759,7027,7301,7581,7867,8160,8458,8763,9073,9390,9713,10042,10377,10718,11065,11418,11777,12141,12510,12884,13264,13648,14037,14430,14827,15227,15628,16021,16374,16795,17220,17649,18082,18518,18957,19400,19845,20294
105,1974,1485,1151,915,748,628,539,475,428,393,367,349,337,330,327,328,332,340,350,362,377,393,412,433,456,481,509,540,573,609,648,690,735,782,833,887,944,1004,1068,1135,1206,1281,1360,1444,1532,1624,1721,1823,1929,2040,2156,2277,2403,2535,2672,2814,2962,3116,3275,3440,3610,3787,3969,4157,4351,4550,4756,4968,5185,5409,5638,5874,6115,6363,6616,6875,7140,7411,7688,7972,8261,8556,8857,9164,9477,9795,10119,10448,10782,11121,11466,11815,12168,12525,12883,13237,13558,13936,14319,14706,15097,15492,15891,16294,16700,17109
106,1038,781,606,483,396,333,287,255,231,213,200,191,186,183,182,184,188,194,201,209,219,231,243,257,273,290,309,330,352,377,404,433,464,497,533,571,611,654,699,748,799,853,911,973,1037,1106,1178,1254,1334,1418,1506,1598,1695,1796,1902,2012,2127,2247,2372,2502,2637,2777,2922,3073,3228,3390,3556,3728,3905,4088,4277,4471,4670,4876,5086,5303,5525,5752,5986,6225,6470,6721,6978,7240,7508,7781,8060,8344,8634,8928,9228,9532,9841,10154,10469,10782,11068,11403,11742,12086,12434,12786,13142,13503,13867,14235
107,517,389,303,242,199,168,146,130,118,110,104,100,98,97,98,99,102,106,111,116,123,130,138,147,157,169,181,195,210,226,244,263,284,306,330,356,384,414,445,479,515,554,595,638,685,734,786,842,900,962,1027,1095,1168,1243,1323,1407,1494,1586,1681,1781,1886,1995,2108,2226,2348,2475,2607,2744,2886,3032,3184,3340,3502,3669,3841,4018,4200,4387,4580,4778,4982,5191,5406,5626,5851,6082,6318,6559,6805,7056,7312,7573,7839,8108,8381,8652,8904,9194,9490,9790,10095,10404,10717,11034,11356,11682
108,243,183,143,115,95,81,70,63,58,54,51,50,49,49,50,51,53,56,59,62,66,71,76,81,88,95,102,111,120,131,142,155,168,183,199,216,234,254,275,298,323,349,377,408,440,475,511,551,592,636,683,733,785,840,899,961,1025,1094,1165,1241,1319,1402,1488,1578,1672,1770,1873,1979,2090,2205,2324,2448,2576,2709,2846,2988,3134,3286,3442,3603,3769,3940,4116,4297,4483,4674,4869,5070,5276,5486,5701,5921,6145,6373,6605,6836,7052,7301,7554,7811,8074,8340,8611,8886,9165,9448
109,107,81,64,51,43,36,32,29,27,25,24,24,24,24,24,25,26,28,30,32,34,37,40,43,47,51,56,61,67,73,80,88,96,105,116,126,138,151,165,180,196,214,232,253,275,298,323,350,379,410,443,478,515,554,596,640,687,737,789,844,902,963,1027,1095,1165,1239,1317,1398,1482,1570,1662,1757,1857,1960,2068,2179,2294,2414,2538,2666,2799,2936,3077,3223,3374,3529,3688,3852,4020,4193,4370,4551,4737,4927,5120,5313,5496,5705,5918,6135,6357,6582,6812,7046,7285,7527
110,44,34,26,21,18,15,14,13,12,11,11,11,11,11,11,12,12,13,14,15,17,18,20,22,24,26,29,32,36,39,43,48,53,59,65,72,79,87,96,105,116,127,139,152,167,182,199,217,236,257,279,303,329,356,385,416,449,484,521,561,602,646,693,742,794,848,905,965,1028,1094,1163,1236,1311,1390,1472,1557,1646,1739,1835,1935,2039,2146,2257,2373,2492,2615,2742,2873,3009,3148,3291,3438,3589,3744,3901,4060,4212,4383,4559,4739,4923,5111,5303,5499,5698,5902
111,17,13,10,8,7,6,6,5,5,5,5,5,5,5,5,5,6,6,7,7,8,9,10,11,12,13,15,16,18,20,23,25,28,32,35,39,44,48,54,59,66,73,80,89,98,108,119,130,143,156,171,187,204,222,242,263,286,310,336,363,392,423,456,491,528,567,608,652,697,746,796,850,905,964,1025,1090,1157,1227,1300,1376,1455,1538,1623,1713,1805,1901,2000,2103,2210,2319,2433,2549,2670,2793,2920,3048,3171,3310,3452,3598,3748,3901,4059,4219,4384,4552
